"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Total",15.6,13.2,18.3,19.2,16,22.8,17.4,15.3,19.7,626000,550000,709000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"15-24",12.9,5.8,23.5,12.4,5.7,22.6,12.6,7.2,19.9,81000,47000,129000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"25-44",21.1,15.9,27.1,23,16.6,30.3,22,17.7,26.8,255000,205000,311000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"45-64",16.6,12.7,21.3,19.5,13.8,26.3,18,14.5,22,197000,159000,240000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"65+",7.6,4,12.9,19.4,13.4,26.7,13.1,9.6,17.3,92000,67000,121000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Non-problem gambler",21,17.6,24.7,25.1,20.5,30.1,23,20,26.1,540000,471000,615000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Low-risk gambler",42.8,22.9,64.6,53,23.6,80.9,48.4,31.4,65.7,52000,34000,70000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,50.5,25,75.8,33000,17000,50000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Maori",18.8,12.5,26.4,21.6,14.6,30.1,20.1,15.1,25.9,95000,71000,122000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Pacific",19.8,9,35.4,13.4,5.8,25.2,16.7,9.6,26.1,37000,21000,58000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"Asian",5.9,2.3,12.2,6.5,1.6,16.8,6.2,2.9,11.5,29000,13000,53000
"ind_11","Gambling participation frequency","Four or more activities","adults",2014,"European/Other",17.5,14.5,20.7,22,18,26.6,19.7,17,22.5,538000,466000,616000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Least (1-3)",13.2,9.5,17.6,18.3,13.6,23.8,15.6,12.5,19.1,182000,146000,223000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Mid (4-7)",12.8,9.6,16.5,16.8,12.9,21.4,14.7,11.9,17.9,241000,195000,294000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Most (8-10)",11,8.3,14.2,12.7,9.3,16.8,11.9,9.5,14.5,115000,92000,141000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Total",12.5,10.5,14.6,16.2,13.7,18.8,14.3,12.6,16.1,538000,476000,606000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"15-24",9.3,4.5,16.6,10.9,5.3,19.1,10.1,6,15.7,68000,40000,105000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"25-44",13.9,10.5,18,20,14.8,26.1,16.9,13.6,20.6,206000,166000,252000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"45-64",14.7,11.6,18.3,18.5,14.5,23.1,16.5,13.9,19.4,197000,166000,232000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"65+",8.6,5.3,13,10.9,7,15.8,9.7,7.1,12.9,66000,48000,88000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Non-problem gambler",16.7,13.9,19.7,20,16.7,23.6,18.3,16,20.8,451000,395000,512000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Low-risk gambler",37.4,21.2,55.9,37.9,23.4,54.2,37.6,26.7,49.6,47000,34000,62000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Moderate-risk or problem gambler",60.1,31.9,84.1,72.6,45.6,91.1,68.6,49.9,83.7,39000,29000,48000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Maori",15.1,10.7,20.5,16.2,11.9,21.2,15.6,12.5,19.2,78000,62000,95000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Pacific",7.2,3.9,12.1,13.1,7.7,20.3,10.3,7,14.3,26000,18000,36000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"Asian",6.3,2.1,14.1,5.2,1.1,14.7,5.8,2.5,11.1,32000,14000,61000
"ind_11","Gambling participation frequency","Four or more activities","adults",2016,"European/Other",13.9,11.5,16.5,18.7,15.8,21.9,16.2,14.2,18.4,465000,406000,528000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Least (1-3)",10.2,7.2,14,11.1,6.9,16.6,10.6,7.8,14,134000,99000,177000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Mid (4-7)",11.7,8.7,15.2,13.2,7.2,21.5,12.4,9,16.5,193000,140000,257000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Most (8-10)",15.1,11.3,19.5,13.2,8.6,19.2,14.2,11,17.8,156000,122000,196000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Total",12.1,10.2,14.1,12.4,9.3,16.2,12.3,10.5,14.3,483000,412000,565000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"15-24",2.7,0.8,6.5,14.9,4.2,33.7,9,3.3,18.8,61000,22000,126000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"25-44",12.7,9.4,16.7,14.2,9.9,19.4,13.4,10.4,16.9,175000,136000,220000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"45-64",16.5,12.5,21.2,9.8,5.2,16.4,13.4,10.1,17.2,159000,120000,206000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"65+",11.7,8,16.3,11.2,7.2,16.3,11.5,8.8,14.6,89000,68000,113000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Non-problem gambler",16.9,14.1,20.1,15.9,11.4,21.2,16.4,13.9,19.2,4e+05,338000,468000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Low-risk gambler",26.9,11.8,47.3,26.6,8.7,52.9,26.7,13.3,44.1,38000,19000,63000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,57.5,19.5,89.7,60.6,32.8,84.1,46000,25000,64000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Maori",19.1,14.2,24.8,12.8,7.9,19.4,16.1,12.3,20.5,83000,64000,106000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Pacific",8.7,5.2,13.4,8.6,4.1,15.7,8.7,5.5,12.7,23000,15000,34000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"Asian",1.1,0.3,3,3.3,0.2,13.7,2.2,0.4,6.8,13000,2000,41000
"ind_11","Gambling participation frequency","Four or more activities","adults",2018,"European/Other",14,11.6,16.7,14.2,10.3,19,14.1,11.7,16.7,419000,349000,497000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Least (1-3)",1.7,1.4,2.1,2,1.5,2.5,1.9,1.5,2.3,1776000,1401000,2150000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Mid (4-7)",2,1.6,2.4,1.7,1.4,2,1.9,1.5,2.2,2780000,2297000,3263000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Most (8-10)",1.6,1.4,1.8,1.9,1.5,2.4,1.8,1.5,2,1846000,1552000,2140000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Total",1.8,1.6,2,1.9,1.6,2.1,1.8,1.6,2,6402000,5732000,7073000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"15-24",1.5,1,1.9,1.3,0.7,2,1.4,0.9,1.8,863000,585000,1142000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"25-44",1.8,1.6,2,2,1.7,2.4,1.9,1.7,2.1,2181000,1936000,2427000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"45-64",2,1.7,2.3,1.9,1.6,2.2,2,1.7,2.2,2175000,1871000,2478000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"65+",1.8,1.5,2.2,2,1.6,2.4,1.9,1.6,2.2,1183000,966000,1399000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Non-problem gambler",2.5,2.2,2.8,2.6,2.4,2.9,2.6,2.3,2.8,5847000,5286000,6407000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Low-risk gambler",3.7,3,4.4,3.9,3.1,4.8,3.8,3.3,4.4,364000,310000,418000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,3.7,2.1,5.3,169000,95000,243000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Maori",1.9,1.7,2.2,1.8,1.5,2.2,1.9,1.7,2.1,860000,770000,949000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Pacific",1.3,1,1.5,1.5,1,1.9,1.4,1.1,1.6,276000,227000,325000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"Asian",1.2,0.8,1.7,1.1,0.5,1.7,1.2,0.8,1.5,464000,315000,613000
"ind_12","Gambling participation frequency","Average number of activities","adults",2012,"European/Other",1.9,1.6,2.2,1.9,1.6,2.2,1.9,1.7,2.1,5180000,4547000,5813000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Least (1-3)",1.9,1.6,2.2,1.9,1.7,2.2,1.9,1.7,2.1,2181000,1952000,2410000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Mid (4-7)",1.8,1.6,2,2,1.7,2.3,1.9,1.7,2.1,2968000,2620000,3315000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Most (8-10)",1.5,1.4,1.7,2,1.1,2.8,1.7,1.3,2.1,1531000,1189000,1874000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Total",1.8,1.6,1.9,2,1.7,2.2,1.9,1.7,2,6699000,6185000,7213000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"15-24",1.2,0.8,1.6,1.5,0.8,2.1,1.3,0.9,1.7,861000,603000,1120000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"25-44",2,1.7,2.3,2.4,1.8,2.9,2.2,1.9,2.5,2523000,2159000,2887000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"45-64",2,1.8,2.2,1.9,1.6,2.1,1.9,1.8,2.1,2107000,1934000,2280000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"65+",1.6,1.3,1.8,1.9,1.7,2.2,1.7,1.5,1.9,1208000,1072000,1344000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Non-problem gambler",2.4,2.3,2.6,2.6,2.4,2.8,2.5,2.4,2.6,5910000,5616000,6204000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Low-risk gambler",3.6,2.8,4.3,3.5,2.5,4.5,3.5,2.9,4.1,377000,311000,442000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,6.2,2.4,10.1,412000,160000,665000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Maori",2,1.7,2.4,2,1.6,2.4,2,1.8,2.3,952000,831000,1073000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Pacific",1.9,1.3,2.6,1.5,1.1,1.9,1.7,1.3,2.1,385000,298000,471000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"Asian",0.9,0.6,1.2,1.1,0.7,1.5,1,0.8,1.3,462000,348000,576000
"ind_12","Gambling participation frequency","Average number of activities","adults",2014,"European/Other",1.9,1.8,2.1,2.1,1.8,2.5,2,1.9,2.2,5566000,5087000,6044000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Least (1-3)",1.6,1.4,1.8,1.9,1.6,2.1,1.7,1.5,1.9,2003000,1800000,2206000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Mid (4-7)",1.7,1.5,1.8,1.8,1.6,2,1.7,1.6,1.9,2838000,2611000,3065000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Most (8-10)",1.4,1.3,1.6,1.6,1.4,1.8,1.5,1.4,1.7,1463000,1324000,1602000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Total",1.6,1.5,1.7,1.8,1.6,1.9,1.7,1.6,1.8,6304000,5980000,6628000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"15-24",1.1,0.8,1.4,1.3,1,1.5,1.2,1,1.4,786000,639000,932000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"25-44",1.7,1.5,1.9,1.9,1.6,2.2,1.8,1.6,2,2185000,1969000,2400000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"45-64",1.8,1.7,2,2,1.8,2.2,1.9,1.8,2,2273000,2128000,2417000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"65+",1.4,1.2,1.6,1.7,1.5,1.9,1.6,1.4,1.7,1061000,969000,1153000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Non-problem gambler",2.3,2.2,2.4,2.3,2.2,2.5,2.3,2.2,2.4,5645000,5416000,5874000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Low-risk gambler",3.1,2.5,3.7,3.4,2.8,3.9,3.2,2.9,3.6,409000,359000,458000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Moderate-risk or problem gambler",3.7,3,4.3,4.7,4.1,5.3,4.4,3.9,4.8,250000,223000,278000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Maori",1.8,1.6,2,1.8,1.5,2,1.8,1.6,2,890000,808000,972000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Pacific",1.1,0.9,1.3,1.6,1.2,1.9,1.4,1.1,1.6,344000,291000,398000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"Asian",0.9,0.6,1.2,1,0.7,1.4,1,0.8,1.2,533000,417000,649000
"ind_12","Gambling participation frequency","Average number of activities","adults",2016,"European/Other",1.7,1.6,1.8,1.9,1.8,2.1,1.8,1.7,1.9,5227000,4938000,5516000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Least (1-3)",1.5,1.3,1.7,1.6,1.3,1.9,1.6,1.4,1.7,1959000,1749000,2170000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Mid (4-7)",1.6,1.4,1.7,1.6,1.4,1.9,1.6,1.4,1.8,2497000,2243000,2750000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Most (8-10)",1.7,1.4,1.9,1.6,1.3,1.9,1.6,1.4,1.8,1795000,1596000,1995000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Total",1.6,1.5,1.7,1.6,1.4,1.8,1.6,1.5,1.7,6268000,5893000,6643000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"15-24",0.9,0.7,1.1,1.2,0.6,1.8,1.1,0.7,1.4,706000,490000,922000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"25-44",1.5,1.4,1.7,1.8,1.5,2,1.7,1.5,1.8,2155000,1965000,2344000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"45-64",1.9,1.7,2.1,1.5,1.3,1.7,1.7,1.6,1.9,2069000,1892000,2245000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"65+",1.7,1.5,1.9,1.8,1.5,2,1.7,1.6,1.9,1339000,1217000,1461000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Non-problem gambler",2.3,2.2,2.4,2.2,2.1,2.4,2.3,2.2,2.4,5530000,5313000,5747000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Low-risk gambler",2.6,1.9,3.2,3.3,2.4,4.2,3.1,2.5,3.7,435000,348000,521000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,3.9,3,4.9,4,3.3,4.7,303000,251000,356000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Maori",1.9,1.6,2.1,1.7,1.3,2.1,1.8,1.6,2,919000,806000,1033000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Pacific",1.3,1.1,1.6,1.4,1.1,1.6,1.4,1.2,1.5,357000,307000,407000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"Asian",0.6,0.4,0.7,0.9,0.6,1.3,0.7,0.5,0.9,453000,333000,573000
"ind_12","Gambling participation frequency","Average number of activities","adults",2018,"European/Other",1.8,1.7,1.9,1.8,1.6,2,1.8,1.7,1.9,5267000,4931000,5603000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"Least (1-3)",70.8,63.3,77.6,69.3,61.9,76,70,64.9,74.8,664000,616000,709000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"Mid (4-7)",69.7,63.8,75.2,61.1,54.9,67,65.6,61.2,69.9,984000,917000,1048000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"Most (8-10)",61.7,54.8,68.2,58.6,50.5,66.3,60.2,55,65.2,632000,578000,685000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"Total",67.6,63.9,71.1,62.6,58.8,66.3,65.2,62.6,67.7,2280000,2189000,2369000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"15-24",52,39.9,64,37.6,25.9,50.4,44.7,36.1,53.5,278000,224000,333000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"25-44",67.9,63.3,72.3,62.6,55,69.7,65.3,61,69.5,748000,699000,795000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"45-64",71.9,65.4,77.8,75.8,70.2,80.9,73.8,69.3,77.8,818000,769000,863000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"65+",73.9,66.8,80.1,66.3,58.3,73.6,70.1,64.6,75.2,437000,403000,469000
"ind_13","Gambling harm","Gamblers (PGSI) - non-problem","adults",2012,"Maori",67.7,59.9,74.9,64.7,57,71.9,66.3,61.1,71.2,302000,279000,325000
