"indicator","subtopic","short.description","population","group","percent.12","percent.14","percent.16","percent.18","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.12","p.value.16.14"
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Least (1-3)",71.8,59.4,66.7,NA,NA,NA,NA,0.2,0.1
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Mid (4-7)",76.9,62.9,66.1,NA,NA,NA,NA,0,0.3
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Most (8-10)",74.5,74.6,72.2,NA,NA,NA,NA,0.5,0.4
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Non-drinker",86,78.3,80.6,NA,NA,NA,NA,0,0.5
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Drinker",76.6,66.7,69.2,NA,NA,NA,NA,0,0.4
"ind_68","Alcohol attitudes","Ban alcohol-related sponsorship of events that people under 18 year olds may attend","adults","Risky drinker",61.7,48.5,53.4,NA,NA,NA,NA,0,0.2
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Total",39.4,34.8,31.3,NA,NA,NA,NA,0,0.1
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Men",34.1,32.3,26.8,NA,NA,NA,NA,0,0
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Women",44.3,37.2,35.5,NA,NA,NA,NA,0,0.5
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","18-24",20.4,20.6,23.2,NA,NA,NA,NA,0.6,0.6
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","25-44",38.5,32.9,28.1,NA,NA,NA,NA,0,0.1
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","45-64",44.5,39.6,36.7,NA,NA,NA,NA,0,0.4
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","65+",48.8,43.9,35.5,NA,NA,NA,NA,0,0
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Maori",41.3,41.6,39.1,NA,NA,NA,NA,0.5,0.5
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Pacific",49.5,49.9,38.8,NA,NA,NA,NA,0,0
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Asian",46.7,35.2,31.3,NA,NA,NA,NA,0,0.5
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","European/Other",37.7,32.4,29.3,NA,NA,NA,NA,0,0.2
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Least (1-3)",33.5,28.5,26.8,NA,NA,NA,NA,0.1,0.7
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Mid (4-7)",40.2,32.2,29.6,NA,NA,NA,NA,0,0.4
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Most (8-10)",43.5,47.3,39.4,NA,NA,NA,NA,0.3,0
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Non-drinker",53.7,43.9,44.4,NA,NA,NA,NA,0,0.9
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Drinker",40,34.7,29.1,NA,NA,NA,NA,0,0
"ind_69","Alcohol attitudes","Too many local places to buy alcohol","adults","Risky drinker",25.2,26.1,23.5,NA,NA,NA,NA,0.6,0.5
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Total",1.2,1,0.8,1.3,0.8,0.5,0.1,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Men",1.6,1,0.9,1.4,0.8,0.6,0.3,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Women",0.8,1,0.6,1.2,0.5,0.7,0.3,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","15-24",0.3,0,0.6,1.2,0.4,0.4,0.6,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","25-44",0.6,0.4,0.6,0.5,0.7,0.8,0.9,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","45-64",1.7,2.2,0.8,1.7,0.9,0.7,0.2,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","65+",2.2,0.9,1.1,2,0.9,0.2,0.3,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Maori",2.5,0.9,1.7,2.8,0.8,0.1,0.4,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Pacific",1.9,1,1.5,0.9,0.4,0.8,0.4,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Asian",0,0,0.1,0.2,0.6,0.9,0.8,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","European/Other",1,1.1,0.8,1.3,0.5,0.7,0.2,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Least (1-3)",0.9,0.6,0.4,0.7,0.8,0.9,0.6,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Mid (4-7)",0.7,0.7,1,1.2,0.4,0.4,0.8,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Most (8-10)",2.1,1.9,0.7,2.1,1,0.9,0,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Non-problem gambler",1.2,0.9,0.3,1.1,1,0.8,0,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Low-risk gambler",5.5,6.7,5.9,8.4,0.6,0.7,0.6,NA,NA
"ind_7","Gambling participation frequency","Gaming machines in pub/club - at least weekly","adults","Moderate-risk or problem gambler",16.1,9.2,24.8,15.2,0.9,0.5,0.4,NA,NA
"ind_70","Alcohol cutting back","Thought about cutting back drinking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_71","Alcohol cutting back","Made serious effort to cut back on drinking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Total",73.2,74.4,76.1,77.1,0,0.1,0.5,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Men",79.2,78.6,81,81.7,0.3,0.2,0.8,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Women",67.7,70.5,71.5,72.7,0,0.4,0.6,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","18-24",77.7,73.9,80,79.9,0.7,0.4,1,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","25-44",73.9,77,77.4,79.6,0.1,0.4,0.4,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","45-64",77.7,77.3,79.2,75.4,0.5,0.5,0.1,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","65+",66.4,72.4,73.2,75.6,0,0.3,0.4,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Maori",77.6,74.6,77.5,77.2,0.9,0.5,0.9,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Pacific",59.9,57.6,55.2,64.2,0.4,0.2,0.1,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Asian",40.7,47.5,51,54.5,0,0.3,0.5,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","European/Other",75.9,80.7,83,83.6,0,0.1,0.7,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Least (1-3)",82,82,81.7,83,0.8,0.8,0.7,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Mid (4-7)",72.7,74.7,77.2,79.5,0,0.1,0.4,NA,NA
"ind_72","Alcohol consumption","Drinkers (previous year)","adults","Most (8-10)",66,63.9,67.7,66.9,0.8,0.4,0.8,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Total",26.8,25.6,23.9,22.9,0,0.1,0.5,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Men",20.8,21.4,19,18.3,0.3,0.2,0.8,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Women",32.3,29.5,28.5,27.3,0,0.4,0.6,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","18-24",22.3,26.1,20,20.1,0.7,0.4,1,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","25-44",26.1,23,22.6,20.4,0.1,0.4,0.4,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","45-64",22.3,22.7,20.8,24.6,0.5,0.5,0.1,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","65+",33.6,27.6,26.8,24.4,0,0.3,0.4,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Maori",22.4,25.4,22.5,22.8,0.9,0.5,0.9,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Pacific",40.1,42.4,44.8,35.8,0.4,0.2,0.1,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Asian",59.3,52.5,49,45.5,0,0.3,0.5,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","European/Other",24.1,19.3,17,16.4,0,0.1,0.7,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Least (1-3)",18,18,18.3,17,0.8,0.8,0.7,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Mid (4-7)",27.3,25.3,22.8,20.5,0,0.1,0.4,NA,NA
"ind_73","Alcohol consumption","Non-drinkers","adults","Most (8-10)",34,36.1,32.3,33.1,0.8,0.4,0.8,NA,NA
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Total",44.3,48,50.8,NA,NA,NA,NA,0,0.1
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Men",41.1,44.3,50.1,NA,NA,NA,NA,0,0
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Women",47.4,51.5,51.5,NA,NA,NA,NA,0.1,1
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","18-24",24.3,27.6,37.9,NA,NA,NA,NA,0,0.1
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","25-44",38.4,41.5,47,NA,NA,NA,NA,0,0.1
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","45-64",56,56.8,55.8,NA,NA,NA,NA,0.9,0.7
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","65+",56.6,64.4,63.8,NA,NA,NA,NA,0,0.9
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Maori",29.7,33.7,34.2,NA,NA,NA,NA,0.2,0.9
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Pacific",26.9,26.8,26,NA,NA,NA,NA,0.8,0.9
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Asian",30.8,36.5,42.4,NA,NA,NA,NA,0,0.3
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","European/Other",48.2,53.5,55.6,NA,NA,NA,NA,0,0.3
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Least (1-3)",50,56.8,58.8,NA,NA,NA,NA,0,0.6
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Mid (4-7)",46.8,48,52.1,NA,NA,NA,NA,0.1,0.1
"ind_74","Alcohol consumption","Drinkers - non-risky (previous 4 weeks)","adults","Most (8-10)",35.7,35.9,39.1,NA,NA,NA,NA,0.3,0.3
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Total",28.9,26.4,25.3,NA,NA,NA,NA,0,0.5
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Men",38.1,34.2,30.9,NA,NA,NA,NA,0,0.2
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Women",20.3,19,19.9,NA,NA,NA,NA,0.9,0.6
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","18-24",53.4,46.4,42.1,NA,NA,NA,NA,0.1,0.5
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","25-44",35.5,35.5,30.4,NA,NA,NA,NA,0.1,0.1
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","45-64",21.6,20.5,23.3,NA,NA,NA,NA,0.5,0.2
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","65+",9.8,8,9.4,NA,NA,NA,NA,0.9,0.5
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Maori",47.9,40.9,43.2,NA,NA,NA,NA,0.2,0.6
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Pacific",33.1,30.8,29.2,NA,NA,NA,NA,0.4,0.8
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Asian",9.9,11,8.6,NA,NA,NA,NA,0.8,0.5
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","European/Other",27.7,27.2,27.3,NA,NA,NA,NA,0.8,1
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Least (1-3)",32,25.2,22.8,NA,NA,NA,NA,0,0.5
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Mid (4-7)",25.9,26.7,25.1,NA,NA,NA,NA,0.7,0.5
"ind_75","Alcohol consumption","Drinkers - risky (previous 4 weeks)","adults","Most (8-10)",30.3,28,28.6,NA,NA,NA,NA,0.6,0.9
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Total",14.9,8.5,10.4,11.7,0.1,0,0.4,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Men",17.7,10,10.8,13.7,0.1,0.1,0.2,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Women",12.2,7.1,10,9.7,0.2,0.1,0.9,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","15-24",25.5,14.3,17.5,28.1,0.6,0,0.1,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","25-44",20.1,12.1,14.5,11.4,0,0.8,0.2,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","45-64",10.1,5.4,7.3,8.2,0.4,0.2,0.7,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","65+",3.3,2,1.3,3.2,1,0.4,0.1,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Maori",10.8,10.4,11.1,14.5,0.3,0.3,0.3,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Pacific",10.9,10.1,11.2,9.2,0.6,0.8,0.5,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Asian",8.2,6.6,8.4,6.2,0.6,0.9,0.5,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","European/Other",16.7,8.6,10.9,12.4,0,0,0.4,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Least (1-3)",15,8.5,10.2,12,0.5,0.3,0.6,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Mid (4-7)",15.2,8.1,12.4,12.8,0.4,0.1,0.9,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Most (8-10)",14.3,9.4,7.2,9.8,0.1,0.9,0.2,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Very fair or fair",16.7,8.6,11.8,15.4,0.7,0,0.2,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Medium",17.3,7.9,11.5,10.4,0,0.3,0.7,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Olive",13.3,9.8,8.7,9.6,0.3,0.9,0.7,NA,NA
"ind_76","Sunburn","Sunburnt last summer - badly","adults","Dark, very dark or black",6.3,6.6,4.9,5.7,0.8,0.7,0.7,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Total",NA,38.4,41.8,40.5,NA,0.3,0.5,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Men",NA,42.1,45.6,42.3,NA,1,0.3,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Women",NA,34.9,38.1,38.8,NA,0.1,0.8,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","15-24",NA,50.1,50.2,60.2,NA,0.1,0.1,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","25-44",NA,48.7,50.4,46.2,NA,0.5,0.2,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","45-64",NA,36.4,39.5,34.8,NA,0.6,0.1,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","65+",NA,13.6,22.1,22.4,NA,0,0.9,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Maori",NA,37.2,41.1,47.1,NA,0,0.2,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Pacific",NA,36.7,25.9,22.6,NA,0,0.4,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Asian",NA,19.3,23.5,18.9,NA,0.9,0.4,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","European/Other",NA,42.8,47.4,47.1,NA,0.1,0.9,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Least (1-3)",NA,46,46.5,41.5,NA,0.3,0.3,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Mid (4-7)",NA,35.9,40.9,41.9,NA,0.1,0.8,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Most (8-10)",NA,33.6,37.6,37.8,NA,0.3,0.9,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Very fair or fair",NA,39.2,48.6,52,NA,0,0.3,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Medium",NA,41.5,44.5,41,NA,0.9,0.4,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Olive",NA,41.5,36.2,30.1,NA,0,0.1,NA,NA
"ind_77","Sunburn","Sunburnt last summer - mild","adults","Dark, very dark or black",NA,19.2,18.2,16.4,NA,0.5,0.7,NA,NA
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Total",70.7,70.5,76.4,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Men",63.3,65.7,74.1,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Women",77.6,74.9,78.7,NA,NA,NA,NA,0.6,0.1
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","15-24",79.3,78.1,79.9,NA,NA,NA,NA,0.9,0.7
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","25-44",79.4,74.8,85,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","45-64",64.5,68.8,76.4,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","65+",57.2,58.7,57.9,NA,NA,NA,NA,0.9,0.8
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Maori",59.1,59.3,69.6,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Pacific",50.4,54.2,62.5,NA,NA,NA,NA,0,0.1
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Asian",72.4,68.3,74.8,NA,NA,NA,NA,0.7,0.3
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","European/Other",73.8,74.3,78.9,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Least (1-3)",77.6,76.3,82.9,NA,NA,NA,NA,0.1,0.1
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Mid (4-7)",72,72.8,76,NA,NA,NA,NA,0.1,0.3
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Most (8-10)",62.6,58.8,69.4,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Very fair or fair",74.5,74.8,82.1,NA,NA,NA,NA,0,0
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Medium",75,72.9,76.4,NA,NA,NA,NA,0.6,0.3
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Olive",67.9,69.8,74,NA,NA,NA,NA,0.1,0.2
"ind_78","Sun protective behaviours (and skin checks)","Wear sunscreen","adults","Dark, very dark or black",53.1,48.4,59.8,NA,NA,NA,NA,0.2,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Total",55.7,53.8,61.4,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Men",60.3,57,63.9,NA,NA,NA,NA,0.2,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Women",51.5,50.8,59,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","15-24",41.1,38.1,53.5,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","25-44",57.1,52.1,57.7,NA,NA,NA,NA,0.9,0.1
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","45-64",58.9,62.1,65.7,NA,NA,NA,NA,0,0.2
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","65+",62,58.1,68.3,NA,NA,NA,NA,0.1,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Maori",47.1,42.8,55.5,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Pacific",40.4,47.5,53,NA,NA,NA,NA,0,0.3
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Asian",51.1,42,50.3,NA,NA,NA,NA,0.9,0.3
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","European/Other",58.4,57.8,64.6,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Least (1-3)",66.3,64.4,66.5,NA,NA,NA,NA,1,0.6
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Mid (4-7)",54.1,51.2,62.5,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Most (8-10)",48.5,44.4,53.5,NA,NA,NA,NA,0.2,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Very fair or fair",61.9,55,64.2,NA,NA,NA,NA,0.5,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Medium",54.1,56.8,64.5,NA,NA,NA,NA,0,0
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Olive",50.9,50.8,55.4,NA,NA,NA,NA,0.3,0.3
"ind_79","Sun protective behaviours (and skin checks)","Hat","adults","Dark, very dark or black",48.1,46.1,55.4,NA,NA,NA,NA,0.2,0.1
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Total",3.7,2,3.6,3.8,0.9,0,0.8,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Men",7.2,3.4,6.4,6.4,0.6,0.1,1,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Women",0.5,0.7,0.9,1.4,0.1,0.2,0.4,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","15-24",3.1,1.9,2.8,3.1,1,0.7,0.9,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","25-44",3.3,1.6,3.1,4.6,0.4,0,0.3,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","45-64",3.7,1.5,4,2.3,0.2,0.4,0.1,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","65+",5.2,3.6,4.5,5.3,0.9,0.3,0.6,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Maori",2.8,1.3,4,5.1,0.2,0,0.5,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Pacific",5.9,1.4,4.5,2.3,0.1,0.4,0.2,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Asian",3.2,1.1,2.2,2.3,0.8,0.7,1,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","European/Other",3.6,2.1,3.7,4.4,0.5,0,0.5,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Least (1-3)",2.3,1.5,3.4,2.9,0.8,0.4,0.8,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Mid (4-7)",3.6,1.6,3.5,4.8,0.4,0,0.3,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Most (8-10)",5.2,3.4,4,3.5,0.3,1,0.7,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Non-problem gambler",4.3,2.1,4,3.8,0.6,0.1,0.8,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Low-risk gambler",21.1,6.1,15.5,32.6,0.4,0,0.2,NA,NA
"ind_8","Gambling participation frequency","Horse/dog races/sports events - at least monthly","adults","Moderate-risk or problem gambler",29.2,23.1,28.1,16.3,0.3,0.7,0.3,NA,NA
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Total",43.4,42.1,45,NA,NA,NA,NA,0.4,0.1
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Men",45,42.8,43.4,NA,NA,NA,NA,0.6,0.8
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Women",42,41.5,46.6,NA,NA,NA,NA,0.1,0
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","15-24",34.5,28.4,28.2,NA,NA,NA,NA,0.2,1
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","25-44",45.4,43.2,48.5,NA,NA,NA,NA,0.4,0.1
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","45-64",46.1,48.2,50.8,NA,NA,NA,NA,0.2,0.4
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","65+",44,43.5,45.2,NA,NA,NA,NA,0.8,0.7
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Maori",37,37.2,35.6,NA,NA,NA,NA,0.7,0.7
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Pacific",37.6,23.5,32,NA,NA,NA,NA,0.3,0.1
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Asian",35.9,32.3,41.8,NA,NA,NA,NA,0.4,0.1
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","European/Other",45.7,45.4,47.6,NA,NA,NA,NA,0.4,0.3
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Least (1-3)",46.4,44,47.2,NA,NA,NA,NA,0.9,0.4
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Mid (4-7)",42.8,43.1,45.1,NA,NA,NA,NA,0.5,0.5
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Most (8-10)",41.6,37.7,42.4,NA,NA,NA,NA,0.8,0.2
"ind_80","Sun protective behaviours (and skin checks)","Clothing","adults","Very fair or fair",45.1,46.1,52.5,NA,NA,NA,NA,0,0.1
